audit_id,claim_id,action,action_date,performed_by,role,previous_status,new_status,notes,routing_rule
AUD-011227,WC-2023004682,Submitted,2023-08-18 00:00:00,DLR-005-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011228,WC-2023004682,Routed,2023-08-19 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011229,WC-2023004683,Submitted,2024-10-16 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011230,WC-2023004683,Routed,2024-10-16 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011231,WC-2023004684,Submitted,2024-12-21 00:00:00,DLR-019-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011232,WC-2023004684,Routed,2024-12-21 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011233,WC-2023004685,Submitted,2025-08-06 00:00:00,DLR-010-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011234,WC-2023004685,Routed,2025-08-07 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011235,WC-2023004686,Submitted,2024-02-28 00:00:00,DLR-015-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011236,WC-2023004686,Routed,2024-02-28 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-011237,WC-2023004687,Submitted,2024-07-13 00:00:00,DLR-002-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011238,WC-2023004687,Routed,2024-07-14 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011239,WC-2023004688,Submitted,2023-07-15 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011240,WC-2023004688,Routed,2023-07-15 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011241,WC-2023004689,Submitted,2023-06-28 00:00:00,DLR-004-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011242,WC-2023004689,Routed,2023-06-29 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-011243,WC-2023004690,Submitted,2024-01-04 00:00:00,DLR-017-TECH-08,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011244,WC-2023004690,Routed,2024-01-05 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011245,WC-2023004691,Submitted,2025-04-19 00:00:00,DLR-006-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011246,WC-2023004691,Routed,2025-04-20 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011247,WC-2023004692,Submitted,2023-08-05 00:00:00,DLR-007-TECH-13,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011248,WC-2023004692,Routed,2023-08-05 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011249,WC-2023004693,Submitted,2025-06-18 00:00:00,DLR-003-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011250,WC-2023004693,Routed,2025-06-18 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011251,WC-2023004694,Submitted,2025-04-02 00:00:00,DLR-006-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011252,WC-2023004694,Routed,2025-04-02 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011253,WC-2023004694,Approved,2025-04-06 20:00:00,REVIEWER-03,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011254,WC-2023004695,Submitted,2024-02-26 00:00:00,DLR-015-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011255,WC-2023004695,Routed,2024-02-26 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011256,WC-2023004696,Submitted,2023-08-26 00:00:00,DLR-020-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011257,WC-2023004696,Routed,2023-08-26 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011258,WC-2023004697,Submitted,2023-06-23 00:00:00,DLR-007-TECH-11,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011259,WC-2023004697,Routed,2023-06-23 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011260,WC-2023004698,Submitted,2024-12-21 00:00:00,DLR-007-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011261,WC-2023004698,Routed,2024-12-21 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011262,WC-2023004699,Submitted,2025-12-23 00:00:00,DLR-018-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011263,WC-2023004699,Routed,2025-12-23 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 5. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011264,WC-2023004700,Submitted,2025-06-26 00:00:00,DLR-013-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011265,WC-2023004700,Routed,2025-06-26 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-011266,WC-2023004701,Submitted,2024-01-16 00:00:00,DLR-008-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011267,WC-2023004701,Routed,2024-01-17 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011268,WC-2023004701,Approved,2024-01-18 02:00:00,REVIEWER-02,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011269,WC-2023004702,Submitted,2024-10-03 00:00:00,DLR-015-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011270,WC-2023004702,Routed,2024-10-04 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011271,WC-2023004702,Approved,2024-10-06 11:00:00,REVIEWER-02,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011272,WC-2023004703,Submitted,2025-02-06 00:00:00,DLR-007-TECH-15,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011273,WC-2023004703,Routed,2025-02-07 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011274,WC-2023004704,Submitted,2025-01-04 00:00:00,DLR-009-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011275,WC-2023004704,Routed,2025-01-05 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011276,WC-2023004705,Submitted,2023-05-21 00:00:00,DLR-001-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011277,WC-2023004705,Routed,2023-05-21 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011278,WC-2023004705,Approved,2023-05-23 19:00:00,REVIEWER-04,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011279,WC-2023004706,Submitted,2024-02-27 00:00:00,DLR-002-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011280,WC-2023004706,Routed,2024-02-28 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011281,WC-2023004707,Submitted,2023-10-04 00:00:00,DLR-019-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011282,WC-2023004707,Routed,2023-10-06 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011283,WC-2023004708,Submitted,2023-10-25 00:00:00,DLR-020-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011284,WC-2023004708,Routed,2023-10-26 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011285,WC-2023004709,Submitted,2024-05-18 00:00:00,DLR-014-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011286,WC-2023004709,Routed,2024-05-19 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011287,WC-2023004709,Rejected,2024-05-23 12:00:00,REVIEWER-09,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-011288,WC-2023004710,Submitted,2024-09-05 00:00:00,DLR-013-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011289,WC-2023004710,Routed,2024-09-05 07:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 60. Routed to REVIEWER-13.,MEDIUM_RISK_MANUAL_REVIEW
AUD-011290,WC-2023004711,Submitted,2024-01-26 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011291,WC-2023004711,Routed,2024-01-26 06:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 54. Routed to REVIEWER-05.,BORDERLINE_RISK_SPOT_CHECK
AUD-011292,WC-2023004711,Approved,2024-01-28 23:00:00,REVIEWER-05,Claim Processor,Under Review,Approved,Claim approved after review,
AUD-011293,WC-2023004712,Submitted,2024-02-07 00:00:00,DLR-002-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011294,WC-2023004712,Routed,2024-02-07 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011295,WC-2023004713,Submitted,2023-07-11 00:00:00,DLR-010-TECH-09,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011296,WC-2023004713,Routed,2023-07-12 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011297,WC-2023004714,Submitted,2025-01-01 00:00:00,DLR-017-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011298,WC-2023004714,Routed,2025-01-02 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 30. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011299,WC-2023004714,Approved,2025-01-03 06:00:00,REVIEWER-09,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011300,WC-2023004715,Submitted,2023-01-05 00:00:00,DLR-008-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011301,WC-2023004715,Routed,2023-01-06 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011302,WC-2023004715,Rejected,2023-01-07 23:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-011303,WC-2023004716,Submitted,2023-07-24 00:00:00,DLR-013-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011304,WC-2023004716,Routed,2023-07-25 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011305,WC-2023004717,Submitted,2025-04-27 00:00:00,DLR-019-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011306,WC-2023004717,Routed,2025-04-28 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011307,WC-2023004718,Submitted,2025-07-19 00:00:00,DLR-008-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011308,WC-2023004718,Routed,2025-07-20 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-011309,WC-2023004719,Submitted,2024-10-24 00:00:00,DLR-019-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011310,WC-2023004719,Routed,2024-10-26 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011311,WC-2023004720,Submitted,2025-12-22 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011312,WC-2023004720,Routed,2025-12-23 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011313,WC-2023004721,Submitted,2024-12-26 00:00:00,DLR-020-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011314,WC-2023004721,Routed,2024-12-26 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011315,WC-2023004722,Submitted,2025-03-25 00:00:00,DLR-012-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011316,WC-2023004722,Routed,2025-03-25 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 5. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-011317,WC-2023004722,Approved,2025-03-28 03:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011318,WC-2023004723,Submitted,2024-10-06 00:00:00,DLR-002-TECH-14,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011319,WC-2023004723,Routed,2024-10-06 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011320,WC-2023004723,Approved,2024-10-08 13:00:00,REVIEWER-06,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011321,WC-2023004724,Submitted,2024-04-27 00:00:00,DLR-018-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011322,WC-2023004724,Routed,2024-04-29 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-011323,WC-2023004724,Approved,2024-05-03 05:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011324,WC-2023004725,Submitted,2024-04-19 00:00:00,DLR-007-TECH-06,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011325,WC-2023004725,Routed,2024-04-19 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-011326,WC-2023004726,Submitted,2025-04-15 00:00:00,DLR-010-TECH-11,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011327,WC-2023004726,Routed,2025-04-16 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 20. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-011328,WC-2023004727,Submitted,2025-04-07 00:00:00,DLR-003-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011329,WC-2023004727,Routed,2025-04-07 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011330,WC-2023004728,Submitted,2024-11-02 00:00:00,DLR-005-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011331,WC-2023004728,Routed,2024-11-03 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011332,WC-2023004728,Rejected,2024-11-04 02:00:00,REVIEWER-10,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-011333,WC-2023004729,Submitted,2025-08-14 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011334,WC-2023004729,Routed,2025-08-15 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011335,WC-2023004729,Rejected,2025-08-17 06:00:00,REVIEWER-05,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-011336,WC-2023004730,Submitted,2025-10-07 00:00:00,DLR-010-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011337,WC-2023004730,Routed,2025-10-07 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-011338,WC-2023004731,Submitted,2024-10-18 00:00:00,DLR-006-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011339,WC-2023004731,Routed,2024-10-19 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011340,WC-2023004732,Submitted,2025-02-02 00:00:00,DLR-009-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011341,WC-2023004732,Routed,2025-02-03 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011342,WC-2023004733,Submitted,2023-09-16 00:00:00,DLR-007-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011343,WC-2023004733,Routed,2023-09-16 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011344,WC-2023004733,Approved,2023-09-17 06:00:00,REVIEWER-05,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011345,WC-2023004734,Submitted,2023-10-26 00:00:00,DLR-002-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011346,WC-2023004734,Routed,2023-10-26 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-011347,WC-2023004735,Submitted,2025-04-20 00:00:00,DLR-002-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-011348,WC-2023004735,Routed,2025-04-20 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-011349,WC-2023004736,Submitted,2024-08-05 00:00:00,DLR-005-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011350,WC-2023004736,Routed,2024-08-06 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011351,WC-2023004737,Submitted,2025-08-19 00:00:00,DLR-013-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011352,WC-2023004737,Routed,2025-08-19 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-011353,WC-2023004738,Submitted,2025-09-12 00:00:00,DLR-001-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011354,WC-2023004738,Routed,2025-09-12 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 35. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-011355,WC-2023004739,Submitted,2024-07-21 00:00:00,DLR-004-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011356,WC-2023004739,Routed,2024-07-22 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-011357,WC-2023004740,Submitted,2024-03-18 00:00:00,DLR-018-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011358,WC-2023004740,Routed,2024-03-19 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011359,WC-2023004741,Submitted,2024-11-22 00:00:00,DLR-020-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011360,WC-2023004741,Routed,2024-11-23 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-011361,WC-2023004741,Rejected,2024-11-23 17:00:00,REVIEWER-01,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-011362,WC-2023004742,Submitted,2025-11-13 00:00:00,DLR-014-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011363,WC-2023004742,Routed,2025-11-14 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-011364,WC-2023004743,Submitted,2023-11-01 00:00:00,DLR-010-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011365,WC-2023004743,Routed,2023-11-01 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-011366,WC-2023004744,Submitted,2024-02-09 00:00:00,DLR-018-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-011367,WC-2023004744,Routed,2024-02-10 06:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-011368,WC-2023004745,Submitted,2024-02-05 00:00:00,DLR-014-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-011369,WC-2023004745,Routed,2024-02-05 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-011370,WC-2023004745,Rejected,2024-02-06 02:00:00,REVIEWER-08,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-011371,WC-2023004746,Submitted,2025-06-18 00:00:00,DLR-019-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011372,WC-2023004746,Routed,2025-06-18 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011373,WC-2023004746,Approved,2025-06-20 17:00:00,REVIEWER-06,Claim Processor,Approved,Approved,Claim approved after review,
AUD-011374,WC-2023004747,Submitted,2025-09-24 00:00:00,DLR-016-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-011375,WC-2023004747,Routed,2025-09-25 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-011376,WC-2023004748,Submitted,2024-01-02 00:00:00,DLR-020-TECH-08,Dealer Technician,,Submitted,Claim submitted via API,
